Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Source IP
65979,11,6,1190,2848,917,0,108.1818181818,271.6901979026,1397,0,474.6666666667,679.9228387594,61201.2913199655,257.6577395838,4123.6875,6214.6616933265,15088,33,65979,6597.9,9494.2521962852,26961,33,44580,8916.0,7762.9425799757,15520,241,0,0,0,0,244,132,166.7197138483,90.9380257355,0,1397,224.3333333333,461.7333072877,213197.647058824,0,0,0,1,0,0,0,0,0,237.5294117647,108.1818181818,474.6666666667,0,0,0,0,0,0,11,1190,6,2848,65535,32,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.165
5555634,9,6,354,5393,200,0,39.3333333333,66.9570758023,2193,0,898.8333333333,927.3783298453,1034.4453936311,2.6999618765,396831.0,1447129.15643613,5424490,16,5555634,694454.25,1911331.33534596,5424490,21,73738,14747.6,22677.0941326264,53497,49,0,0,0,0,200,132,1.6199771259,1.0799847506,0,2193,359.1875,689.594104649,475540.029166667,0,0,0,1,0,0,0,0,0,383.1333333333,39.3333333333,898.8333333333,0,0,0,0,0,0,9,354,6,5393,29200,30,8,20,131123.0,0.0,131123,131123,5424490.0,0.0,5424490,5424490,BENIGN,10.0.0.246
165926,1,1,51,220,51,51,51.0,0.0,220,220,220.0,0.0,1633.258199,12.05356605,165926.0,0.0,165926,165926,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.026783024,6.026783024,51,220,107.3333333,97.57219549,9520.333333,0,0,0,0,0,0,0,0,1,161.0,51.0,220.0,0,0,0,0,0,0,1,51,1,220,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.228
66044827,39,48,4469,7199,746,0,114.5897436,185.4652355,1430,0,149.9791667,310.422258,176.6678865,1.317287121,767963.1047,6302712.266,58400000,1,66000000,1738021.763,9475383.5,58500000,48,65800000,1400192.638,8520821.811,58500000,1,0,0,0,0,804,972,0.59050802,0.726779101,0,1430,132.5909091,259.9921147,67595.89969,0,0,0,1,0,0,0,0,1,134.1149425,114.5897436,149.9791667,0,0,0,0,0,0,39,4469,48,7199,8192,451,23,20,7393999.0,0.0,7393999,7393999,58400000.0,0.0,58400000,58400000,BENIGN,10.0.0.245
65983313,18,15,2819,3179,633,0,156.6111111,248.8370927,1460,0,211.9333333,415.3957608,90.90177088,0.500126449,2061978.531,3886950.226,10000000,91,66000000,3881371.353,4770810.73,10200000,204,65800000,4702664.286,4945804.926,10200000,21102,0,0,0,0,372,312,0.272796245,0.227330204,0,1460,176.4117647,326.8534207,106833.1586,0,0,0,1,0,0,0,0,0,181.7575758,156.6111111,211.9333333,0,0,0,0,0,0,18,2819,15,3179,8192,1026,17,20,523040.1667,923965.5839,2409077,145721,9957137.333,103762.6286,10000000,9745476,BENIGN,10.0.1.67
76,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39473.68421,38.0,14.14213562,48,28,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,32,64,13157.89474,26315.78947,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.48
60283909,2,2,103,194,53,50,51.5,2.121320344,128,66,97.0,43.84062043,4.926687816,0.066352698,20100000.0,34700000.0,60100000,30551,60300000,60300000.0,0.0,60300000,60300000,60200000,60200000.0,0.0,60200000,60200000,0,0,0,0,40,52,0.033176349,0.033176349,50,128,69.4,33.41855772,1116.8,0,0,0,0,0,0,0,0,1,86.75,51.5,97.0,0,0,0,0,0,0,2,103,2,194,-1,-1,1,20,116612.0,0.0,116612,116612,60100000.0,0.0,60100000,60100000,BENIGN,10.0.0.184
485948,1,1,38,38,38,38,38.0,0.0,38,38,38.0,0.0,156.3953345,4.115666697,485948.0,0.0,485948,485948,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,2.057833348,2.057833348,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,1,57.0,38.0,38.0,0,0,0,0,0,0,1,38,1,38,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.97
142206,21,25,890,26659,236,0,42.38095238,70.78451539,1460,0,1066.36,613.2175307,193726.0031,323.4743963,3160.133333,8904.188018,51152,1,142206,7110.3,12480.96758,51152,7,125489,5228.708333,14646.03903,67609,1,0,0,0,0,432,512,147.673094,175.8013023,0,1460,586.1489362,682.7543316,466153.4773,0,0,0,1,0,0,0,0,1,598.8913043,42.38095238,1066.36,0,0,0,0,0,0,21,890,25,26659,8192,1024,20,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.17
287,2,2,74,186,37,37,37.0,0.0,93,93,93.0,0.0,905923.3449,13937.28223,95.66666667,161.3763717,282,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,6968.641115,6968.641115,37,93,59.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,74.25,37.0,93.0,0,0,0,0,0,0,2,74,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.154
47538,1,1,51,159,51,51,51.0,0.0,159,159,159.0,0.0,4417.518617,42.07160587,47538.0,0.0,47538,47538,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.03580294,21.03580294,51,159,87.0,62.35382907,3888.0,0,0,0,0,0,0,0,0,1,130.5,51.0,159.0,0,0,0,0,0,0,1,51,1,159,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.65
3,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,93300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.206
49462,4,2,312,318,78,78,78.0,0.0,159,159,159.0,0.0,12737.05067,121.3052444,9892.4,14360.24203,31604,3,31701,10567.0,18218.57643,31604,48,3,3.0,0.0,3,3,0,0,0,0,80,40,80.87016295,40.43508148,78,159,101.1428571,39.52395295,1562.142857,0,0,0,0,0,0,0,0,0,118.0,78.0,159.0,0,0,0,0,0,0,4,312,2,318,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.190
5610157,6,4,611,164,517,0,101.8333333,204.3050823,152,0,41.0,74.05403433,138.1423015,1.78248131,623350.7778,1828254.02,5498374,49,5610157,1122031.4,2481660.508,5561308,49,88156,29385.33333,31684.61993,63403,714,0,0,0,0,132,92,1.069488786,0.712992524,0,517,70.45454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.8333333,41.0,0,0,0,0,0,0,6,611,4,164,8192,946,5,20,111734.0,0.0,111734,111734,5498374.0,0.0,5498374,5498374,BENIGN,10.0.1.204
102,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,303921.5686,19607.84314,102.0,0.0,102,102,102,102.0,0.0,102,102,0,0.0,0.0,0,0,1,0,0,0,64,0,19607.84314,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,466,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.182
66049621,20,23,1551,14408,517,0,77.55,157.6570145,1835,0,626.4347826,684.8496734,241.6213713,0.651025689,1572610.024,3542308.794,10100000,1,62300000,3280587.579,4840142.41,10300000,191,65800000,2992814.318,4606011.162,10300000,1,0,0,0,0,648,744,0.302802646,0.348223043,0,1835,362.7045455,573.6101334,329028.5851,0,0,0,1,0,0,0,0,1,371.1395349,77.55,626.4347826,0,0,0,0,0,0,20,1551,23,14408,29200,1040,5,32,342756.5,346335.8549,1049710,200520,10000000.0,29475.26042,10100000,10000000,BENIGN,10.0.0.217
83979,2,2,68,380,34,34,34.0,0.0,190,190,190.0,0.0,5334.667,47.63095536,27993.0,48480.10211,83973,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,64,23.81547768,23.81547768,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34.0,190.0,0,0,0,0,0,0,2,68,2,380,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.62
201,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1333333.333,19900.49751,67.0,76.29547824,151,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.141
60004,2,2,74,270,37,37,37.0,0.0,135,135,135.0,0.0,5732.9511365909,66.6622225185,20001.3333333333,34638.1294000316,59998,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,88,64,33.3311112592,33.3311112592,37,135,76.2,53.6768106355,2881.2,0,0,0,0,0,0,0,0,1,95.25,37.0,135.0,0,0,0,0,0,0,2,74,2,270,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.207
46,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,46,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0,0,0,40,0,43478.26087,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,31088,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.59
24401,2,2,74,172,37,37,37.0,0.0,86,86,86.0,0.0,10081.55403,163.9277079,8133.666667,14042.0426,24348,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,40,81.96385394,81.96385394,37,86,56.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,70.75,37.0,86.0,0,0,0,0,0,0,2,74,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.123
1535,2,2,78,188,39,39,39.0,0.0,94,94,94.0,0.0,173289.9023,2605.863192,511.6666667,882.769128,1531,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,1302.931596,1302.931596,39,94,61.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39.0,94.0,0,0,0,0,0,0,2,78,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.32
73,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,164383.5616,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,133,250,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.111
1226082,5,3,11607,26,10135,0,2321.4,4413.201989,20,0,8.666666667,10.26320288,9487.946157,6.524849072,175154.5714,462962.1671,1225054,4,1226082,306520.5,612355.7685,1225054,4,669,334.5,314.6625176,557,112,0,0,0,0,112,72,4.07803067,2.446818402,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,1,0,0,0,0,1454.125,2321.4,8.666666667,0,0,0,0,0,0,5,11607,3,26,29200,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.27
99366501,26,29,1483,25438,352,0,57.03846154,115.6721162,2080,0,877.1724138,753.2298582,270.9263155,0.553506458,1840120.389,3760276.509,10000000,3,99400000,3974660.04,4748257.222,10000000,206,98000000,3500715.464,4682360.177,10000000,48,0,0,0,0,532,700,0.261657598,0.29184886,0,2080,480.7321429,683.264317,466850.1269,0,0,0,1,0,0,0,0,1,489.4727273,57.03846154,877.1724138,0,0,0,0,0,0,26,1483,29,25438,8192,1047,25,20,890654.0,2601898.538,7829050,22967,10000000.0,699.3577411,10000000,9999693,BENIGN,10.0.1.240
5968956,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.010401819,0.67013394,1989652.0,3372099.609,5883102,19,5968956,2984478.0,4099273.373,5883102,85854,0,0.0,0.0,0,0,0,0,0,0,72,32,0.502600455,0.167533485,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.131
183,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,874316.9399,21857.9235,61.0,99.59417654,176,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10928.96175,10928.96175,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.185
161,2,2,76,180,38,38,38.0,0.0,90,90,90.0,0.0,1590062.112,24844.7205,53.66666667,86.89265408,154,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12422.36025,12422.36025,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.24
66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,294,291,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.184
161,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1291925.466,24844.7205,53.66666667,86.89265408,154,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12422.36025,12422.36025,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.32
3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,0,0,0,0,0,0,2,37,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.78
105,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,152380.9524,38095.2381,35.0,24.24871131,49,7,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,48,40,19047.61905,19047.61905,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.0.147
47215,3,4,435,859,435,0,145.0,251.1473671,859,0,214.75,429.5,27406.54453,148.2579689,7869.166667,11856.32075,23191,4,23399,11699.5,16261.33465,23198,201,24060,8020.0,13353.34569,23435,4,0,0,0,0,72,92,63.53912951,84.71883935,0,859,161.75,320.2234711,102543.0714,0,0,0,1,0,0,0,0,1,184.8571429,145.0,214.75,0,0,0,0,0,0,3,435,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.191
3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,488,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,10.0.1.189
74128844,130,0,12285,0,118,37,94.5,36.09531954,0,0,0.0,0.0,165.724964,1.753703322,574642.2016,3154932.279,29400000,1,74100000,574642.2016,3154932.279,29400000,1,0,0.0,0.0,0,0,0,0,0,0,3536,0,1.753703322,0.0,37,118,94.67938931,36.01479764,1297.065649,0,0,0,0,0,0,0,0,0,95.40769231,94.5,0.0,0,0,0,0,0,0,130,12285,0,0,-1,-1,129,20,2396681.5,3303496.186,7002791,20,15900000.0,9636890.557,29400000,8003003,BENIGN,10.0.1.107
76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13157.89474,13157.89474,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.132
9699747,9,15,108,188,23,0,12.0,9.682458366,34,0,12.53333333,14.54975045,30.51625986,2.47429134,421728.1304,1098709.075,3491871,3,6167448,770931.0,1425763.689,3117710,218,9699620,692830.0,1356697.893,3491871,3,0,0,0,0,296,488,0.927859252,1.546432087,0,34,11.84,12.68424219,160.89,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.192
9644114,9,15,106,188,25,0,11.77777778,9.523363085,34,0,12.53333333,14.54975045,30.48491546,2.488564528,419309.3043,1089869.501,3350022,3,6250564,781320.5,1444548.562,3240440,3,9643993,688856.6429,1345437.863,3350022,3,0,0,0,0,296,488,0.933211698,1.55535283,0,34,11.76,12.64344362,159.8566667,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.224
8470498,9,15,101,188,25,0,11.22222222,9.079892315,34,0,12.53333333,14.54975045,34.11841901,2.833363517,368282.5217,949011.5227,3004866,3,5594675,699334.375,1281370.642,3053154,242,8470345,605024.6429,1170428.014,3004866,3,0,0,0,0,296,488,1.062511319,1.770852198,0,34,11.56,12.53687893,157.1733333,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.145
7780781,9,15,112,188,26,0,12.44444444,10.24830609,34,0,12.53333333,14.54975045,38.55654079,3.084523263,338294.8261,877548.0033,2747350,1,4989724,623715.5,1154343.099,2771054,3,7780692,555763.7143,1083092.514,2747350,1,0,0,0,0,296,488,1.156696224,1.927827039,0,34,12.0,12.83549765,164.75,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.132
3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.71
236,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59322.0339,12711.86441,118.0,97.5807358,187,49,236,236.0,0.0,236,236,0,0.0,0.0,0,0,1,0,0,0,64,20,8474.576271,4237.288136,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.125
11628521,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,408.7364163,4.557759323,223625.4038,599701.8701,2139544,3,9704691,485234.55,850139.4726,2201589,369,11600000,375109.2258,743483.9857,2139544,3,0,0,0,0,680,1032,1.805904637,2.751854686,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.83
221,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63348.41629,13574.66063,110.5,94.0452019,177,44,221,221.0,0.0,221,221,0,0.0,0.0,0,0,1,0,0,0,64,20,9049.773756,4524.886878,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.204
11675846,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,407.0797097,4.539285633,224535.5,604613.4706,2068279,3,9661685,483084.25,848982.1419,2126193,311,11700000,376637.0645,749898.1508,2068279,3,0,0,0,0,680,1032,1.798584873,2.740700759,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.132
11361044,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,418.3594395,4.401003992,231858.0408,602268.0418,2113231,3,9766762,542597.8889,891764.6503,2174757,327,11400000,378664.5,736866.6272,2113231,3,0,0,0,0,616,1000,1.672381517,2.728622475,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.232
203,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,68965.51724,14778.32512,101.5,21.92031022,117,86,203,203.0,0.0,203,203,0,0.0,0.0,0,0,1,0,0,0,64,20,9852.216749,4926.108374,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.121
1,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.89
309,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,45307.44337,9708.737864,154.5,67.17514421,202,107,309,309.0,0.0,309,309,0,0.0,0.0,0,0,1,0,0,0,64,20,6472.491909,3236.245955,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.10
77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.255
77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.239
76,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13157.89474,13157.89474,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.1.212
8746635,9,15,110,188,24,0,12.22222222,9.921917377,34,0,12.53333333,14.54975045,34.0702453,2.743912373,380288.4783,993933.4864,3306052,3,5915061,739382.625,1383311.386,3348174,4,8746517,624751.2143,1227752.624,3306052,3,0,0,0,0,296,488,1.02896714,1.714945233,0,34,11.92,12.74728729,162.4933333,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BruteForce,10.0.0.247
